period,seriesId,seriesDescription,stateId/0,stateDescription,value,unit
2020,KSTXV,Kerosene total end-use expenditures,CO,Colorado,.2,Million dollars
2020,PYICB,Propylene from refineries consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,PLICB,Plant condensate consumed by the industrial sector (through 1983),CO,Colorado,0,Billion Btu
2020,CLSCB,Coal total consumption adjusted for process fuel,CO,Colorado,217082,Billion Btu
2019,PCSCB,Petroleum coke total consumption adjusted for process fuel,CO,Colorado,0,Billion Btu
2020,RFTXB,Residual fuel oil total end-use consumption,CO,Colorado,0,Billion Btu
2020,DKEIV,Distillate fuel oil (including kerosene-type jet fuel before 2001) expenditures in the electric power sector,CO,Colorado,1.3,Million dollars
2020,RFISB,Residual fuel oil consumed by the industrial sector excluding refinery fuel,CO,Colorado,0,Billion Btu
2020,RFEIV,Residual fuel oil expenditures in the electric power sector,CO,Colorado,0,Million dollars
2020,RFACP,Residual fuel oil consumed by the transportation sector,CO,Colorado,0,Thousand barrels
2020,KSRCD,Kerosene price in the residential sector,CO,Colorado,14.39,Dollars per million Btu
2020,PQACD,Propane price in the transportation sector,CO,Colorado,13.1,Dollars per million Btu
2020,RFEIB,Residual fuel oil consumed by the electric power sector,CO,Colorado,0,Billion Btu
2020,DFEIV,Distillate fuel oil expenditures in the electric power sector,CO,Colorado,1.3,Million dollars
2020,EQTCP,Ethane total consumption,CO,Colorado,0,Thousand barrels
2020,PQCCP,Propane consumed by the commercial sector,CO,Colorado,885,Thousand barrels
2019,SGICB,Still gas consumed by the industrial sector,CO,Colorado,8424,Billion Btu
2019,SNICB,Special naphthas consumed by the industrial sector,CO,Colorado,98,Billion Btu
2020,DFICV,Distillate fuel oil expenditures in the industrial sector,CO,Colorado,261.3,Million dollars
2020,RFTCD,"Residual fuel oil average price, all sectors",CO,Colorado,0,Dollars per million Btu
2020,KSTXP,Kerosene total end-use consumption,CO,Colorado,2,Thousand barrels
2020,DFTXP,Distillate fuel oil total end-use consumption,CO,Colorado,20027,Thousand barrels
2020,KSTCV,Kerosene total expenditures,CO,Colorado,.2,Million dollars
2020,BQTCB,Normal butane total consumption,CO,Colorado,0,Billion Btu
2020,PPICB,Natural gasoline (pentanes plus) consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,CLEID,Coal price in the electric power sector,CO,Colorado,1.69,Dollars per million Btu
2020,ESCCP,Electricity consumed by (sales to ultimate customers in) the commercial sector,CO,Colorado,20042,Million kilowatthours
2020,KSICV,Kerosene expenditures in the industrial sector,CO,Colorado,0,Million dollars
2020,DFTCB,Distillate fuel oil total consumption,CO,Colorado,115387,Billion Btu
2020,PQTCB,Propane total consumption,CO,Colorado,17649,Billion Btu
2020,HLTXV,Hydrocarbon gas liquids total end-use expenditures,CO,Colorado,280.8,Million dollars
2020,HLSCB,Hydrocarbon gas liquids total consumption adjusted for processed fuel,CO,Colorado,17645,Billion Btu
2020,PCCCP,Petroleum coke consumed by the commercial sector,CO,Colorado,0,Thousand barrels
2020,CLOCB,Coal consumed by industrial users other than coke plants,CO,Colorado,3838,Billion Btu
2020,ESRCD,Electricity price in the residential sector,CO,Colorado,36.22,Dollars per million Btu
2020,ESTCD,"Electricity average price, all sectors",CO,Colorado,30.16,Dollars per million Btu
2020,MSICB,Miscellaneous petroleum products consumed by the industrial sector,CO,Colorado,260,Billion Btu
2020,MSICP,Miscellaneous petroleum products consumed by the industrial sector,CO,Colorado,45,Thousand barrels
2020,PCCCB,Petroleum coke consumed by the commercial sector,CO,Colorado,0,Billion Btu
2020,CLACV,Coal expenditures in the transportation sector,CO,Colorado,0,Million dollars
2020,CLEIK,Factor for converting coal consumed by the electric power sector from physical units to Btu,CO,Colorado,18.578,Million Btu per short ton
2020,CLRCP,Coal consumed by the residential sector,CO,Colorado,0,Thousand short tons
2020,ESTCV,Electricity total expenditures,CO,Colorado,5728.9,Million dollars
2020,CLTXP,Coal total end-use consumption,CO,Colorado,160,Thousand barrels
2020,CLACB,Coal consumed by the transportation sector,CO,Colorado,0,Billion Btu
2020,CLTCD,"Coal average price, all sectors",CO,Colorado,1.71,Dollars per million Btu
2020,PCTXP,Petroleum coke total end-use consumption,CO,Colorado,491,Thousand barrels
2020,SNICP,Special naphthas consumed by the industrial sector,CO,Colorado,17,Thousand barrels
2020,P5RFB,Other petroleum products consumed as refinery fuel and intermediate products,CO,Colorado,9134,Billion Btu
2020,FSICB,"Petrochemical feedstocks, still gas, consumed by the industrial sector (through 1985)",CO,Colorado,0,Billion Btu
2020,CLKCV,Coal expenditures at coke plants,CO,Colorado,0,Million dollars
2020,CLTCB,Coal total consumption,CO,Colorado,217082,Billion Btu
2020,CLACD,Coal price in the transportation sector,CO,Colorado,0,Dollars per million Btu
2020,CLICB,Coal consumed by the industrial sector,CO,Colorado,3838,Billion Btu
2020,CLCCB,Coal consumed by the commercial sector,CO,Colorado,32,Billion Btu
2020,PCTCP,Petroleum coke total consumption,CO,Colorado,491,Thousand barrels
2020,ABICB,Aviation gasoline blending components consumed by the industrial sector,CO,Colorado,-5,Billion Btu
2020,CLKCP,Coal consumed by coke plants (coking coal),CO,Colorado,0,Thousand short tons
2020,CLEIV,Coal expenditures in the electric power sector,CO,Colorado,361.4,Million dollars
2020,ESRCP,Electricity consumed by (sales to ultimate customers in) the residential sector,CO,Colorado,20483,Million kilowatthours
2020,SNICB,Special naphthas consumed by the industrial sector,CO,Colorado,89,Billion Btu
2020,CLRCV,Coal expenditures in the residential sector,CO,Colorado,0,Million dollars
2020,CLACK,Factor for converting coal consumed by the transportation sector from physical units to Btu,CO,Colorado,0,Million Btu per short ton
2020,CLACP,Coal consumed by the transportation sector,CO,Colorado,0,Thousand short tons
2020,OPTXD,"Other petroleum products average price, all end-use sectors",CO,Colorado,16.92,Dollars per million Btu
2020,FOICB,"Petrochemical feedstocks, other oils equal to or greater than 401? F, consumed by the industrial sector",CO,Colorado,0,Billion Btu
2020,ELNIP,Net imports of electricity into the United States,CO,Colorado,0,Million kilowatthours
2020,CLOCP,Coal consumed by industrial users other than coke plants,CO,Colorado,159,Thousand short tons
2020,PCTXV,Petroleum coke total end-use expenditures,CO,Colorado,0,Million dollars
2020,MSICD,Miscellaneous petroleum products price in the industrial sector,CO,Colorado,12.76,Dollars per million Btu
2020,OPSCB,Other petroleum products total consumption adjusted for refinery fuel and intermediate products,CO,Colorado,438,Billion Btu
2020,OPTCV,Other petroleum products total expenditures,CO,Colorado,7.4,Million dollars
2020,BMTCB,Biomass total consumption,CO,Colorado,39539,Billion Btu
2020,BDLCB,Energy losses and co-products from the production of biodiesel,CO,Colorado,0,Billion Btu
2020,BFTCB,Biofuels total consumption,CO,Colorado,26424,Billion Btu
2020,CLKCD,Coal price at coke plants,CO,Colorado,0,Dollars per million Btu
2020,CLTXV,Coal total end-use expenditures,CO,Colorado,9.7,Million dollars
2020,OPICV,Other petroleum products total expenditures in the industrial sector,CO,Colorado,7.4,Million dollars
2020,CLCCD,Coal price in the commercial sector,CO,Colorado,3.9,Dollars per million Btu
2020,CLRCD,Coal price in the residential sector,CO,Colorado,0,Dollars per million Btu
2020,CLEIB,Coal consumed by the electric power sector,CO,Colorado,213212,Billion Btu
2020,ELEXB,Electricity exported from the United States,CO,Colorado,0,Billion Btu
2020,ESACV,Electricity expenditures in the transportation sector,CO,Colorado,8.1,Million dollars
2020,PCTCB,Petroleum coke total consumption,CO,Colorado,3087,Billion Btu
2020,BDACB,Biodiesel consumed by the transportation sector,CO,Colorado,1343,Billion Btu
2020,CLOCV,Coal expenditures in the industrial sector other than coke plants,CO,Colorado,9.6,Million dollars
2020,DMTCB,"Distillate fuel oil, excluding biodiesel and renewable diesel, total consumption",CO,Colorado,111795,Billion Btu
2020,ESRFB,Electricity consumed by refineries,CO,Colorado,1276,Billion Btu
2020,CLTCP,Coal total consumption,CO,Colorado,11637,Thousand short tons
2020,CLEIP,Coal consumed by the electric power sector,CO,Colorado,11477,Thousand short tons
2020,CLKCB,Coal consumed at coke plants (coking coal),CO,Colorado,0,Billion Btu
2020,CLRFB,Coal consumed as refinery fuel,CO,Colorado,0,Billion Btu
2020,FNICD,"Petrochemical feedstocks, naphtha less than 401? F, price in the industrial sector",CO,Colorado,0,Dollars per million Btu
2020,COICB,Crude oil consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,CLCCP,Coal consumed by the commercial sector,CO,Colorado,1,Thousand short tons
2020,FSICD,"Petrochemical feedstocks, still gas, price in the industrial sector (through 1985) ",CO,Colorado,0,Dollars per million Btu
2020,BDTCB,Biodiesel total consumption,CO,Colorado,1343,Billion Btu
2020,CLOCD,Coal price in the industrial sector other than coke plants,CO,Colorado,2.5,Dollars per million Btu
2020,MBICB,Motor gasoline blending components consumed by the industrial sector,CO,Colorado,0,Billion Btu
2020,PCICV,Petroleum coke expenditures in the industrial sector,CO,Colorado,0,Million dollars
2020,UOICP,Unfinished oils consumed by the industrial sector,CO,Colorado,187,Thousand barrels
2020,CLRCB,Coal consumed by the residential sector,CO,Colorado,0,Billion Btu
2020,OPTCB,Other petroleum products total consumption,CO,Colorado,9571,Billion Btu
2020,CLTXD,"Coal average price, all end-use sectors",CO,Colorado,2.51,Dollars per million Btu
2020,CLOSB,Coal consumed by the industrial sector other than coke plants excluding refinery fuel,CO,Colorado,3838,Billion Btu
2020,CLCCV,Coal expenditures in the commercial sector,CO,Colorado,.1,Million dollars
2020,CLKCK,Factor for converting coal consumed at coke plants from physical units to Btu,CO,Colorado,0,Million Btu per short ton
2020,CLOCK,Factor for converting coal consumed by industrial users other than coke plants from physical units to Btu,CO,Colorado,24.172,Million Btu per short ton
2020,PCCCD,Petroleum coke price in the commercial sector,CO,Colorado,0,Dollars per million Btu
2020,CLISB,Coal consumed by the industrial sector excluding refinery fuel,CO,Colorado,3838,Billion Btu
2020,BDACP,Biodiesel consumed by the transportation sector,CO,Colorado,251,Thousand barrels
2020,BDTCP,Biodiesel total consumption,CO,Colorado,251,Thousand barrels
2020,BFLCB,Energy losses and co-products from the production of biofuels,CO,Colorado,7083,Billion Btu
2020,OPTXV,Other petroleum products total end-use expenditures,CO,Colorado,7.4,Million dollars
2020,OPTCP,Other petroleum products total consumption,CO,Colorado,1544,Thousand barrels
2020,PCICB,Petroleum coke consumed in the industrial sector,CO,Colorado,3087,Billion Btu
2020,SGICP,Still gas consumed by the industrial sector,CO,Colorado,1280,Thousand barrels
2020,FOICD,"Petrochemical feedstocks, other oils equal to or greater than 401? F, price in the industrial sector",CO,Colorado,0,Dollars per million Btu
2020,PAACV,All petroleum products total expenditures in the transportation sector,CO,Colorado,6563,Million dollars
2020,ZWCDP,Cooling degree days (CDD),CO,Colorado,452,Days
2021,PAASB,All petroleum products consumed by the transportation sector excluding other biofuels product supplied for the United States,CO,Colorado,421930,Billion Btu
2020,P1TXP,"Asphalt and road oil, aviation gasoline, kerosene, lubricants, petroleum coke, and ""other petroleum products"" total end-use consumption",CO,Colorado,5683,Thousand barrels
2020,P1TCV,"Asphalt and road oil, aviation gasoline, kerosene, lubricants, petroleum coke, and ""other petroleum products"" total expenditures",CO,Colorado,622.3,Million dollars
2020,PATXV,All petroleum products total end-use expenditures,CO,Colorado,7902.1,Million dollars
2020,NCPRB,Noncombustible renewable energy production,CO,Colorado,59939,Billion Btu
2020,TEPRB,Total primary energy production,CO,Colorado,3710032,Billion Btu
2020,PAICB,All petroleum products consumed by the industrial sector,CO,Colorado,65700,Billion Btu
2021,AVTCP,Aviation gasoline total consumption,CO,Colorado,108,Thousand barrels
2020,P1ICD,"Asphalt and road oil, kerosene, lubricants, petroleum coke, and ""other petroleum products"" average price in the  industrial sector",CO,Colorado,22.08,Dollars per million Btu
2020,TETXV,Total end-use energy expenditures,CO,Colorado,15428.4,Million dollars
2020,PECCD,Primary energy average price in the commercial sector,CO,Colorado,7.66,Dollars per million Btu
2021,MGCCV,Motor gasoline expenditures in the commercial sector,CO,Colorado,202.8,Million dollars
2021,MGTXV,Motor gasoline total end-use expenditures,CO,Colorado,7241.5,Million dollars
2021,PARCB,All petroleum products consumed by the residential sector,CO,Colorado,11941,Billion Btu
2020,TECPB,Total energy consumption per capita in the commercial sector,CO,Colorado,42.5,Million Btu
2020,NGTPB,Natural gas total consumption (including supplemental gaseous fuels) per capita,CO,Colorado,96.3,Million Btu
2020,PATPB,All petroleum products total consumption per capita,CO,Colorado,79.4,Million Btu
2021,MGCCB,Motor gasoline consumed by the commercial sector,CO,Colorado,7637,Billion Btu
2021,MGICB,Motor gasoline consumed by the industrial sector,CO,Colorado,6082,Billion Btu
2021,MGACD,Motor gasoline price in the transportation sector,CO,Colorado,26.55,Dollars per million Btu
2020,TNRSB,"Total net energy consumed by the residential sector, adjusted for process fuel, intermediate products, and fuels with no direct cost",CO,Colorado,231608,Billion Btu
2020,TETGR,Total energy consumption per dollar of real gross domestic product (GDP),CO,Colorado,3.55,Thousand Btu per chained (2017) dollar
2021,PATXP,All petroleum products total end-use consumption,CO,Colorado,97547,Thousand barrels
2021,PAACB,All petroleum products consumed by the transportation sector,CO,Colorado,421930,Billion Btu
2021,PARCP,All petroleum products consumed by the residential sector,CO,Colorado,3097,Thousand barrels
2021,PAEID,All petroleum products average price in the electric power sector,CO,Colorado,18.51,Dollars per million Btu
2021,PACCD,All petroleum products average price in the commercial sector,CO,Colorado,22.1,Dollars per million Btu
2020,PARCV,All petroleum products total expenditures in the residential sector,CO,Colorado,222.6,Million dollars
2020,PAASB,All petroleum products consumed by the transportation sector excluding other biofuels product supplied for the United States,CO,Colorado,365675,Billion Btu
